"Data","Ultimo","Apertura","Massimo","Minimo","Var."
"17.05.2016","1,1314","1,1318","1,1350","1,1300","-0,05"
"16.05.2016","1,1320","1,1307","1,1345","1,1299","0,02"
"15.05.2016","1,1318","1,1313","1,1319","1,1303","0,09"
"13.05.2016","1,1308","1,1375","1,1383","1,1281","-0,61"
"12.05.2016","1,1377","1,1424","1,1434","1,1366","-0,44"
"11.05.2016","1,1427","1,1371","1,1448","1,1366","0,48"
"10.05.2016","1,1372","1,1381","1,1413","1,1357","-0,10"
"09.05.2016","1,1383","1,1399","1,1422","1,1373","-0,02"
"08.05.2016","1,1385","1,1397","1,1401","1,1384","-0,18"
"06.05.2016","1,1405","1,1405","1,1479","1,1384","0,00"
"05.05.2016","1,1405","1,1485","1,1496","1,1384","-0,71"
"04.05.2016","1,1487","1,1494","1,1530","1,1465","-0,09"
"03.05.2016","1,1497","1,1531","1,1616","1,1493","-0,30"
"02.05.2016","1,1532","1,1444","1,1539","1,1443","0,61"
"01.05.2016","1,1462","1,1461","1,1466","1,1453","0,05"
"29.04.2016","1,1456","1,1352","1,1461","1,1333","0,91"
"28.04.2016","1,1353","1,1318","1,1370","1,1294","0,28"
"27.04.2016","1,1321","1,1295","1,1363","1,1271","0,19"
"26.04.2016","1,1299","1,1264","1,1339","1,1254","0,29"
"25.04.2016","1,1266","1,1228","1,1280","1,1213","0,30"
"24.04.2016","1,1232","1,1219","1,1234","1,1219","-0,02"
"22.04.2016","1,1234","1,1287","1,1312","1,1216","-0,48"
"21.04.2016","1,1288","1,1295","1,1396","1,1270","-0,08"
"20.04.2016","1,1297","1,1354","1,1388","1,1286","-0,54"
"19.04.2016","1,1358","1,1312","1,1387","1,1300","0,39"
"18.04.2016","1,1314","1,1295","1,1334","1,1272","0,27"
"15.04.2016","1,1283","1,1268","1,1320","1,1243","0,13"
"14.04.2016","1,1268","1,1272","1,1296","1,1232","-0,05"
"13.04.2016","1,1274","1,1383","1,1393","1,1264","-0,98"
"12.04.2016","1,1386","1,1406","1,1466","1,1345","-0,19"
"11.04.2016","1,1408","1,1405","1,1448","1,1371","0,06"
"08.04.2016","1,1401","1,1376","1,1421","1,1347","0,21"
"07.04.2016","1,1377","1,1396","1,1455","1,1335","-0,19"
"06.04.2016","1,1399","1,1382","1,1434","1,1325","0,13"
"05.04.2016","1,1384","1,1387","1,1406","1,1334","-0,07"
"04.04.2016","1,1392","1,1391","1,1414","1,1355","0,04"
"01.04.2016","1,1387","1,1378","1,1439","1,1332","0,06"
"31.03.2016","1,1380","1,1336","1,1413","1,1307","0,37"
"30.03.2016","1,1338","1,1288","1,1366","1,1279","0,42"
"29.03.2016","1,1291","1,1196","1,1305","1,1166","0,85"
"28.03.2016","1,1196","1,1161","1,1221","1,1151","0,27"
"25.03.2016","1,1166","1,1173","1,1189","1,1150","-0,07"
"24.03.2016","1,1174","1,1178","1,1188","1,1142","-0,09"
"23.03.2016","1,1184","1,1217","1,1224","1,1157","-0,29"
"22.03.2016","1,1217","1,1242","1,1263","1,1187","-0,21"
"21.03.2016","1,1241","1,1268","1,1286","1,1233","-0,26"
"18.03.2016","1,1270","1,1316","1,1339","1,1254","-0,43"
"17.03.2016","1,1319","1,1222","1,1344","1,1203","0,84"
"16.03.2016","1,1225","1,1107","1,1245","1,1055","1,04"
"15.03.2016","1,1109","1,1099","1,1125","1,1070","0,03"
"14.03.2016","1,1106","1,1149","1,1177","1,1074","-0,42"
"11.03.2016","1,1153","1,1174","1,1212","1,1078","-0,21"
"10.03.2016","1,1177","1,0997","1,1218","1,0820","1,62"
"09.03.2016","1,0999","1,1010","1,1037","1,0944","-0,11"
"08.03.2016","1,1011","1,1012","1,1059","1,0990","-0,03"
"07.03.2016","1,1014","1,1006","1,1027","1,0938","0,09"
"04.03.2016","1,1004","1,0955","1,1045","1,0900","0,43"
"03.03.2016","1,0957","1,0865","1,0974","1,0851","0,82"
"02.03.2016","1,0868","1,0866","1,0881","1,0823","0,01"
"01.03.2016","1,0867","1,0870","1,0896","1,0832","-0,06"
"29.02.2016","1,0873","1,0930","1,0964","1,0856","-0,56"
"26.02.2016","1,0934","1,1017","1,1071","1,0910","-0,81"
"25.02.2016","1,1023","1,1011","1,1052","1,0985","0,09"
"24.02.2016","1,1013","1,1017","1,1047","1,0955","-0,06"
"23.02.2016","1,1020","1,1027","1,1055","1,0987","-0,08"
"22.02.2016","1,1029","1,1125","1,1137","1,1000","-0,95"
"19.02.2016","1,1135","1,1105","1,1140","1,1064","0,25"
"18.02.2016","1,1107","1,1126","1,1153","1,1068","-0,19"
"17.02.2016","1,1128","1,1142","1,1180","1,1103","-0,14"
"16.02.2016","1,1144","1,1152","1,1196","1,1120","-0,10"
"15.02.2016","1,1155","1,1249","1,1253","1,1125","-0,93"
"12.02.2016","1,1260","1,1325","1,1335","1,1212","-0,57"
"11.02.2016","1,1324","1,1289","1,1378","1,1271","0,30"
"10.02.2016","1,1290","1,1291","1,1311","1,1158","-0,03"
"09.02.2016","1,1293","1,1195","1,1339","1,1161","0,85"
"08.02.2016","1,1198","1,1156","1,1218","1,1084","0,35"
"05.02.2016","1,1159","1,1206","1,1246","1,1107","-0,44"
"04.02.2016","1,1208","1,1102","1,1240","1,1068","0,94"
"03.02.2016","1,1104","1,0916","1,1146","1,0902","1,69"
"02.02.2016","1,0919","1,0888","1,0943","1,0882","0,28"
"01.02.2016","1,0889","1,0831","1,0915","1,0812","0,48"
"29.01.2016","1,0837","1,0936","1,0951","1,0809","-0,93"
"28.01.2016","1,0939","1,0889","1,0969","1,0867","0,42"
"27.01.2016","1,0893","1,0869","1,0917","1,0849","0,19"
"26.01.2016","1,0872","1,0847","1,0876","1,0817","0,21"
"25.01.2016","1,0849","1,0797","1,0858","1,0786","0,48"
"22.01.2016","1,0797","1,0871","1,0879","1,0787","-0,71"
"21.01.2016","1,0874","1,0891","1,0922","1,0777","-0,16"
"20.01.2016","1,0891","1,0908","1,0977","1,0875","-0,16"
"19.01.2016","1,0909","1,0889","1,0941","1,0858","0,15"
"18.01.2016","1,0893","1,0916","1,0940","1,0867","-0,22"
"15.01.2016","1,0917","1,0863","1,0987","1,0852","0,48"
"14.01.2016","1,0865","1,0878","1,0945","1,0833","-0,11"
"13.01.2016","1,0877","1,0854","1,0891","1,0803","0,18"
"12.01.2016","1,0857","1,0856","1,0903","1,0818","-0,03"
"11.01.2016","1,0860","1,0922","1,0969","1,0846","-0,66"
"08.01.2016","1,0932","1,0931","1,0936","1,0801","-0,04"
"07.01.2016","1,0936","1,0778","1,0941","1,0769","1,44"
"06.01.2016","1,0781","1,0746","1,0802","1,0718","0,31"
"05.01.2016","1,0748","1,0829","1,0840","1,0709","-0,78"
"04.01.2016","1,0832","1,0856","1,0949","1,0780","-0,26"
"01.01.2016","1,0860","1,0860","1,0869","1,0843","0,00"
"31.12.2015","1,0860","1,0932","1,0938","1,0850","-0,67"
"30.12.2015","1,0933","1,0917","1,0947","1,0900","0,15"
"29.12.2015","1,0917","1,0967","1,0992","1,0898","-0,46"
"28.12.2015","1,0968","1,0962","1,0995","1,0948","-0,08"
"25.12.2015","1,0977","1,0969","1,0979","1,0941","0,04"
"24.12.2015","1,0973","1,0909","1,0976","1,0899","0,58"
"23.12.2015","1,0910","1,0954","1,0958","1,0869","-0,41"
"22.12.2015","1,0955","1,0913","1,0984","1,0901","0,37"
"21.12.2015","1,0915","1,0861","1,0940","1,0846","0,43"
"18.12.2015","1,0868","1,0825","1,0877","1,0803","0,40"
"17.12.2015","1,0825","1,0914","1,0916","1,0799","-0,81"
"16.12.2015","1,0913","1,0931","1,1007","1,0886","-0,14"
"15.12.2015","1,0928","1,0991","1,1059","1,0903","-0,58"
"14.12.2015","1,0992","1,0983","1,1050","1,0944","0,02"
"11.12.2015","1,0990","1,0940","1,1033","1,0924","0,46"
"10.12.2015","1,0940","1,1026","1,1029","1,0924","-0,77"
"09.12.2015","1,1025","1,0888","1,1041","1,0877","1,20"
"08.12.2015","1,0894","1,0835","1,0901","1,0827","0,54"
"07.12.2015","1,0836","1,0858","1,0888","1,0794","-0,46"
"04.12.2015","1,0886","1,0937","1,0958","1,0834","-0,50"
"03.12.2015","1,0941","1,0613","1,0983","1,0538","3,07"
"02.12.2015","1,0615","1,0629","1,0644","1,0549","-0,16"
"01.12.2015","1,0632","1,0566","1,0637","1,0561","0,64"
"30.11.2015","1,0564","1,0589","1,0596","1,0556","-0,27"
"27.11.2015","1,0593","1,0607","1,0640","1,0567","-0,17"
"26.11.2015","1,0611","1,0626","1,0634","1,0598","-0,15"
"25.11.2015","1,0627","1,0641","1,0690","1,0565","-0,13"
"24.11.2015","1,0641","1,0633","1,0674","1,0619","0,05"
"23.11.2015","1,0636","1,0645","1,0658","1,0591","-0,09"
"20.11.2015","1,0646","1,0733","1,0745","1,0638","-0,82"
"19.11.2015","1,0734","1,0655","1,0764","1,0652","0,70"
"18.11.2015","1,0659","1,0639","1,0694","1,0615","0,14"
"17.11.2015","1,0644","1,0687","1,0696","1,0629","-0,40"
"16.11.2015","1,0687","1,0749","1,0780","1,0672","-0,85"
"13.11.2015","1,0779","1,0813","1,0818","1,0713","-0,35"
"12.11.2015","1,0817","1,0743","1,0829","1,0689","0,68"
"11.11.2015","1,0744","1,0723","1,0774","1,0704","0,20"
"10.11.2015","1,0723","1,0751","1,0763","1,0673","-0,27"
"09.11.2015","1,0752","1,0735","1,0793","1,0716","0,10"
"06.11.2015","1,0741","1,0883","1,0896","1,0706","-1,30"
"05.11.2015","1,0883","1,0863","1,0898","1,0832","0,19"
"04.11.2015","1,0862","1,0962","1,0967","1,0842","-0,96"
"03.11.2015","1,0967","1,1013","1,1032","1,0935","-0,44"
"02.11.2015","1,1015","1,1013","1,1053","1,0999","0,09"
"30.10.2015","1,1005","1,0975","1,1073","1,0964","0,26"
"29.10.2015","1,0977","1,0923","1,0984","1,0903","0,52"
"28.10.2015","1,0920","1,1050","1,1096","1,0894","-1,17"
"27.10.2015","1,1049","1,1055","1,1079","1,1029","-0,07"
"26.10.2015","1,1057","1,1007","1,1068","1,0987","0,35"
"23.10.2015","1,1018","1,1107","1,1142","1,0993","-0,79"
"22.10.2015","1,1106","1,1338","1,1352","1,1098","-2,05"
"21.10.2015","1,1339","1,1344","1,1380","1,1332","-0,05"
"20.10.2015","1,1345","1,1324","1,1387","1,1322","0,16"
"19.10.2015","1,1327","1,1349","1,1382","1,1304","-0,17"
"16.10.2015","1,1346","1,1382","1,1398","1,1333","-0,33"
"15.10.2015","1,1383","1,1473","1,1496","1,1362","-0,79"
"14.10.2015","1,1474","1,1378","1,1489","1,1374","0,83"
"13.10.2015","1,1379","1,1355","1,1413","1,1343","0,20"
"12.10.2015","1,1356","1,1354","1,1397","1,1351","-0,02"
"09.10.2015","1,1358","1,1278","1,1391","1,1265","0,70"
"08.10.2015","1,1279","1,1234","1,1325","1,1231","0,38"
"07.10.2015","1,1236","1,1269","1,1283","1,1210","-0,32"
"06.10.2015","1,1272","1,1189","1,1282","1,1170","0,78"
"05.10.2015","1,1185","1,1219","1,1289","1,1170","-0,23"
"02.10.2015","1,1211","1,1194","1,1319","1,1149","0,14"
"01.10.2015","1,1195","1,1175","1,1209","1,1133","0,16"
"30.09.2015","1,1177","1,1245","1,1262","1,1156","-0,64"
"29.09.2015","1,1249","1,1243","1,1285","1,1192","0,04"
"28.09.2015","1,1245","1,1193","1,1249","1,1146","0,45"
"25.09.2015","1,1195","1,1227","1,1231","1,1114","-0,31"
"24.09.2015","1,1230","1,1184","1,1296","1,1163","0,39"
"23.09.2015","1,1186","1,1119","1,1215","1,1103","0,59"
"22.09.2015","1,1120","1,1186","1,1209","1,1112","-0,62"
"21.09.2015","1,1189","1,1281","1,1333","1,1180","-1,03"
"18.09.2015","1,1305","1,1435","1,1460","1,1267","-1,15"
"17.09.2015","1,1437","1,1289","1,1442","1,1283","1,31"
"16.09.2015","1,1289","1,1266","1,1321","1,1212","0,20"
"15.09.2015","1,1266","1,1313","1,1328","1,1257","-0,49"
"14.09.2015","1,1321","1,1335","1,1375","1,1282","-0,17"
"11.09.2015","1,1340","1,1278","1,1349","1,1253","0,53"
"10.09.2015","1,1280","1,1205","1,1299","1,1170","0,65"
"09.09.2015","1,1207","1,1199","1,1219","1,1130","0,06"
"08.09.2015","1,1200","1,1169","1,1228","1,1151","0,30"
"07.09.2015","1,1167","1,1157","1,1178","1,1120","0,18"
"04.09.2015","1,1147","1,1123","1,1181","1,1088","0,22"
"03.09.2015","1,1123","1,1224","1,1245","1,1086","-0,92"
"02.09.2015","1,1226","1,1311","1,1320","1,1214","-0,82"
"01.09.2015","1,1319","1,1209","1,1333","1,1204","0,93"
"31.08.2015","1,1215","1,1173","1,1264","1,1159","0,32"
"28.08.2015","1,1179","1,1246","1,1309","1,1155","-0,59"
"27.08.2015","1,1245","1,1312","1,1366","1,1202","-0,63"
"26.08.2015","1,1316","1,1515","1,1562","1,1289","-1,75"
"25.08.2015","1,1517","1,1616","1,1625","1,1396","-0,89"
"24.08.2015","1,1620","1,1361","1,1713","1,1361","2,03"
"21.08.2015","1,1389","1,1242","1,1394","1,1226","1,32"
"20.08.2015","1,1241","1,1117","1,1245","1,1105","1,10"
"19.08.2015","1,1119","1,1020","1,1137","1,1017","0,89"
"18.08.2015","1,1021","1,1080","1,1096","1,1015","-0,54"
"17.08.2015","1,1081","1,1105","1,1125","1,1057","-0,23"
"14.08.2015","1,1106","1,1148","1,1188","1,1096","-0,39"
"13.08.2015","1,1149","1,1156","1,1189","1,1079","-0,07"
"12.08.2015","1,1157","1,1039","1,1213","1,1023","1,06"
"11.08.2015","1,1040","1,1019","1,1088","1,0959","0,19"
"10.08.2015","1,1019","1,0966","1,1044","1,0924","0,46"
"07.08.2015","1,0969","1,0927","1,0981","1,0854","0,40"
"06.08.2015","1,0925","1,0907","1,0944","1,0874","0,17"
"05.08.2015","1,0906","1,0881","1,0938","1,0847","0,23"
"04.08.2015","1,0881","1,0950","1,0990","1,0876","-0,64"
"03.08.2015","1,0951","1,0968","1,0997","1,0940","-0,34"
"31.07.2015","1,0988","1,0933","1,1114","1,0920","0,50"
"30.07.2015","1,0933","1,0985","1,0992","1,0892","-0,48"
"29.07.2015","1,0986","1,1059","1,1086","1,0965","-0,66"
"28.07.2015","1,1059","1,1087","1,1100","1,1020","-0,32"
"27.07.2015","1,1094","1,0971","1,1131","1,0967","1,00"
"24.07.2015","1,0984","1,0981","1,0997","1,0924","0,02"
"23.07.2015","1,0982","1,0927","1,1019","1,0920","0,44"
"22.07.2015","1,0934","1,0935","1,0966","1,0869","-0,03"
"21.07.2015","1,0937","1,0824","1,0970","1,0810","1,02"
"20.07.2015","1,0827","1,0831","1,0872","1,0808","-0,03"
"17.07.2015","1,0830","1,0873","1,0908","1,0826","-0,42"
"16.07.2015","1,0876","1,0946","1,0963","1,0854","-0,67"
"15.07.2015","1,0949","1,1009","1,1036","1,0928","-0,57"
"14.07.2015","1,1012","1,1001","1,1083","1,0964","0,08"
"13.07.2015","1,1003","1,1105","1,1198","1,0994","-1,44"
"10.07.2015","1,1164","1,1035","1,1218","1,1029","1,14"
"09.07.2015","1,1038","1,1075","1,1125","1,0989","-0,35"
"08.07.2015","1,1077","1,1010","1,1094","1,0972","0,58"
"07.07.2015","1,1013","1,1054","1,1061","1,0915","-0,40"
"06.07.2015","1,1057","1,0991","1,1097","1,0967","-0,51"
"03.07.2015","1,1114","1,1084","1,1119","1,1064","0,27"
"02.07.2015","1,1084","1,1052","1,1123","1,1030","0,27"
"01.07.2015","1,1054","1,1138","1,1173","1,1041","-0,75"
"30.06.2015","1,1138","1,1234","1,1245","1,1111","-0,87"
"29.06.2015","1,1236","1,1030","1,1279","1,0953","0,63"
"26.06.2015","1,1166","1,1205","1,1221","1,1129","-0,34"
"25.06.2015","1,1204","1,1203","1,1227","1,1152","-0,03"
"24.06.2015","1,1207","1,1169","1,1237","1,1154","0,33"
"23.06.2015","1,1170","1,1340","1,1348","1,1134","-1,51"
"22.06.2015","1,1341","1,1362","1,1411","1,1311","-0,11"
"19.06.2015","1,1353","1,1359","1,1393","1,1291","-0,06"
"18.06.2015","1,1360","1,1335","1,1438","1,1329","0,20"
"17.06.2015","1,1337","1,1247","1,1360","1,1211","0,79"
"16.06.2015","1,1248","1,1281","1,1331","1,1204","-0,31"
"15.06.2015","1,1283","1,1225","1,1295","1,1188","0,12"
"12.06.2015","1,1269","1,1256","1,1298","1,1150","0,10"
"11.06.2015","1,1258","1,1324","1,1332","1,1182","-0,60"
"10.06.2015","1,1326","1,1283","1,1386","1,1259","0,38"
"09.06.2015","1,1283","1,1291","1,1345","1,1213","-0,08"
"08.06.2015","1,1292","1,1112","1,1306","1,1080","1,61"
"05.06.2015","1,1113","1,1237","1,1281","1,1048","-1,12"
"04.06.2015","1,1239","1,1274","1,1381","1,1225","-0,32"
"03.06.2015","1,1275","1,1151","1,1284","1,1078","1,08"
"02.06.2015","1,1155","1,0925","1,1194","1,0913","2,08"
"01.06.2015","1,0928","1,0986","1,0991","1,0886","-0,55"
"29.05.2015","1,0988","1,0947","1,1006","1,0925","0,36"
"28.05.2015","1,0949","1,0903","1,0960","1,0867","0,40"
"27.05.2015","1,0905","1,0871","1,0931","1,0818","0,29"
"26.05.2015","1,0874","1,0977","1,0984","1,0862","-0,95"
"25.05.2015","1,0978","1,1003","1,1012","1,0958","-0,36"
"22.05.2015","1,1018","1,1112","1,1211","1,1001","-0,85"
"21.05.2015","1,1113","1,1092","1,1181","1,1079","0,18"
"20.05.2015","1,1093","1,1148","1,1156","1,1061","-0,51"
"19.05.2015","1,1150","1,1314","1,1328","1,1117","-1,47"
"18.05.2015","1,1316","1,1440","1,1450","1,1297","-1,20"
"15.05.2015","1,1453","1,1408","1,1467","1,1323","0,38"
"14.05.2015","1,1410","1,1357","1,1447","1,1339","0,46"
"13.05.2015","1,1358","1,1212","1,1384","1,1201","1,28"
"12.05.2015","1,1214","1,1154","1,1278","1,1133","0,53"
"11.05.2015","1,1155","1,1196","1,1207","1,1130","-0,44"
"08.05.2015","1,1204","1,1265","1,1289","1,1177","-0,55"
"07.05.2015","1,1266","1,1346","1,1393","1,1236","-0,78"
"06.05.2015","1,1354","1,1184","1,1373","1,1174","1,50"
"05.05.2015","1,1186","1,1145","1,1223","1,1065","0,36"
"04.05.2015","1,1146","1,1200","1,1226","1,1121","-0,49"
"01.05.2015","1,1201","1,1221","1,1291","1,1174","-0,20"
"30.04.2015","1,1224","1,1128","1,1268","1,1070","0,83"
"29.04.2015","1,1132","1,0980","1,1189","1,0958","1,38"
"28.04.2015","1,0981","1,0892","1,0992","1,0858","0,84"
"27.04.2015","1,0889","1,0870","1,0928","1,0818","0,14"
"24.04.2015","1,0874","1,0823","1,0901","1,0783","0,44"
"23.04.2015","1,0826","1,0724","1,0848","1,0665","0,92"
"22.04.2015","1,0727","1,0735","1,0801","1,0707","-0,08"
"21.04.2015","1,0736","1,0737","1,0783","1,0658","-0,01"
"20.04.2015","1,0737","1,0820","1,0825","1,0711","-0,65"
"17.04.2015","1,0807","1,0760","1,0850","1,0735","0,43"
"16.04.2015","1,0761","1,0683","1,0818","1,0623","0,69"
"15.04.2015","1,0687","1,0653","1,0702","1,0570","0,31"
"14.04.2015","1,0654","1,0565","1,0709","1,0529","0,81"
"13.04.2015","1,0568","1,0600","1,0619","1,0519","-0,34"
"10.04.2015","1,0604","1,0658","1,0685","1,0567","-0,52"
"09.04.2015","1,0659","1,0780","1,0789","1,0636","-1,12"
"08.04.2015","1,0780","1,0814","1,0889","1,0763","-0,33"
"07.04.2015","1,0816","1,0919","1,0957","1,0802","-0,98"
"06.04.2015","1,0923","1,0988","1,1038","1,0909","-0,50"
"03.04.2015","1,0978","1,0881","1,1028","1,0862","0,87"
"02.04.2015","1,0883","1,0762","1,0905","1,0749","1,11"
"01.04.2015","1,0764","1,0733","1,0801","1,0717","0,31"
"31.03.2015","1,0731","1,0832","1,0846","1,0712","-0,95"
"30.03.2015","1,0834","1,0887","1,0897","1,0809","-0,51"
"27.03.2015","1,0889","1,0884","1,0950","1,0800","0,05"
"26.03.2015","1,0884","1,0968","1,1052","1,0855","-0,80"
"25.03.2015","1,0972","1,0923","1,1017","1,0899","0,42"
"24.03.2015","1,0926","1,0945","1,1032","1,0889","-0,18"
"23.03.2015","1,0946","1,0836","1,0973","1,0766","1,15"
"20.03.2015","1,0822","1,0659","1,0883","1,0648","1,52"
"19.03.2015","1,0660","1,0865","1,0915","1,0612","-1,90"
"18.03.2015","1,0866","1,0596","1,1033","1,0579","2,54"
"17.03.2015","1,0597","1,0566","1,0651","1,0550","0,26"
"16.03.2015","1,0569","1,0492","1,0621","1,0456","0,71"
"13.03.2015","1,0495","1,0635","1,0639","1,0460","-1,32"
"12.03.2015","1,0635","1,0546","1,0683","1,0494","0,83"
"11.03.2015","1,0547","1,0697","1,0718","1,0509","-1,41"
"10.03.2015","1,0698","1,0850","1,0856","1,0691","-1,42"
"09.03.2015","1,0852","1,0830","1,0908","1,0821","0,07"
"06.03.2015","1,0844","1,1031","1,1035","1,0840","-1,70"
"05.03.2015","1,1031","1,1077","1,1116","1,0986","-0,43"
"04.03.2015","1,1079","1,1176","1,1187","1,1060","-0,87"
"03.03.2015","1,1176","1,1181","1,1219","1,1153","-0,07"
"02.03.2015","1,1184","1,1186","1,1241","1,1158","-0,11"
"27.02.2015","1,1196","1,1197","1,1247","1,1175","-0,02"
"26.02.2015","1,1198","1,1359","1,1381","1,1182","-1,43"
"25.02.2015","1,1361","1,1339","1,1388","1,1334","0,18"
"24.02.2015","1,1341","1,1334","1,1360","1,1287","0,07"
"23.02.2015","1,1333","1,1382","1,1415","1,1294","-0,42"
"20.02.2015","1,1381","1,1367","1,1430","1,1278","0,13"
"19.02.2015","1,1366","1,1396","1,1450","1,1354","-0,28"
"18.02.2015","1,1398","1,1410","1,1418","1,1332","-0,12"
"17.02.2015","1,1412","1,1352","1,1450","1,1320","0,52"
"16.02.2015","1,1353","1,1384","1,1429","1,1317","-0,28"
"13.02.2015","1,1385","1,1401","1,1443","1,1378","-0,16"
"12.02.2015","1,1403","1,1333","1,1423","1,1301","0,61"
"11.02.2015","1,1334","1,1319","1,1349","1,1278","0,11"
"10.02.2015","1,1321","1,1325","1,1346","1,1272","-0,03"
"09.02.2015","1,1324","1,1314","1,1360","1,1269","0,07"
"06.02.2015","1,1316","1,1475","1,1488","1,1310","-1,40"
"05.02.2015","1,1477","1,1343","1,1500","1,1302","1,15"
"04.02.2015","1,1346","1,1480","1,1486","1,1315","-1,18"
"03.02.2015","1,1481","1,1341","1,1534","1,1311","1,23"
"02.02.2015","1,1342","1,1282","1,1364","1,1278","0,48"
"30.01.2015","1,1288","1,1319","1,1365","1,1277","-0,28"
"29.01.2015","1,1320","1,1286","1,1369","1,1260","0,28"
"28.01.2015","1,1288","1,1380","1,1385","1,1274","-0,82"
"27.01.2015","1,1381","1,1236","1,1422","1,1223","1,26"
"26.01.2015","1,1239","1,1184","1,1297","1,1098","0,28"
"23.01.2015","1,1208","1,1365","1,1374","1,1113","-1,39"
"22.01.2015","1,1366","1,1609","1,1647","1,1316","-2,10"
"21.01.2015","1,1610","1,1550","1,1677","1,1540","0,52"
"20.01.2015","1,1550","1,1604","1,1616","1,1539","-0,47"
"19.01.2015","1,1605","1,1549","1,1641","1,1544","0,31"
"16.01.2015","1,1569","1,1630","1,1650","1,1459","-0,52"
"15.01.2015","1,1630","1,1787","1,1796","1,1567","-1,35"
"14.01.2015","1,1789","1,1772","1,1845","1,1726","0,14"
"13.01.2015","1,1772","1,1832","1,1860","1,1752","-0,52"
"12.01.2015","1,1834","1,1837","1,1871","1,1785","-0,07"
"09.01.2015","1,1842","1,1791","1,1848","1,1761","0,42"
"08.01.2015","1,1792","1,1839","1,1847","1,1753","-0,41"
"07.01.2015","1,1840","1,1889","1,1899","1,1800","-0,41"
"06.01.2015","1,1889","1,1932","1,1969","1,1883","-0,37"
"05.01.2015","1,1933","1,2001","1,2008","1,1880","-0,58"
"02.01.2015","1,2003","1,2103","1,2110","1,1999","-0,83"
"01.01.2015","1,2104","1,2098","1,2107","1,2092","0,04"
